No,SN Mesin,SN Kaset,Tipe Kaset,SN Kaset Cadangan,Tipe Kaset,SO-ID ,Status ,Tanggal kirim ,Tanggal perbaikan ,Hasil perbaikan ,Kategori Problem 
2327,74UEA43N03-069721,76UWRB2SB895170,RB,76UWRB2SB898069,RB,,,,,,
2328,74UEA43N03-069721,76UWRB2SB895168,RB,76UWRB2SB897826,RB,,,,,,
2329,74UEA43N03-069721,76UWRB2SB895167,RB,76UWRB2SB897036,RB,,,,,,
2330,74UEA43N03-069721,76UWRB2SB895166,RB,76UWRB2SB897040,RB,,,,,,
2331,74UEA43N03-069712,76UWAB2SW754469,AB,76UWAB2SW754171,AB,,,,,,
2332,74UEA43N03-069712,76UWRB2SB895236,RB,76UWRB2SB898081,RB,,,,,,
2333,74UEA43N03-069712,76UWRB2SB895242,RB,76UWRB2SB898077,RB,,,,,,
2334,74UEA43N03-069712,76UWRB2SB895208,RB,76UWRB2SB898179,RB,,,,,,
2335,74UEA43N03-069712,76UWRB2SB895223,RB,76UWRB2SB897501,RB,,,,,,
2336,74UEA43N03-069895,76UWAB2SW754220,AB,76UWAB2SW754154,AB,,,,,,
2337,74UEA43N03-069895,76UWRB2SB893998,RB,76UWRB2SB896939,RB,,,,,,
2338,74UEA43N03-069895,76UWRB2SB893999,RB,76UWRB2SB897046,RB,,,,,,
2339,74UEA43N03-069895,76UWRB2SB894003,RB,76UWRB2SB897037,RB,,,,,,
2340,74UEA43N03-069895,76UWRB2SB894001,RB,76UWRB2SB896959,RB,,,,,,
2341,74UEA43N03-069829,76UWAB2SW754058,AB,76UWAB2SW754156,AB,,,,,,
2342,74UEA43N03-069829,76UWRB2SB893759,RB,76UWRB2SB897035,RB,,,,,,
2343,74UEA43N03-069829,76UWRB2SB893673,RB,76UWRB2SB896940,RB,,,,,,
2344,74UEA43N03-069829,76UWRB2SB893757,RB,76UWRB2SB898119,RB,,,,,,
2345,74UEA43N03-069829,76UWRB2SB893750,RB,76UWRB2SB897877,RB,,,,,,
2346,74UEA43N03-069761,76UWAB2SW754568,AB,76UWAB2SW754144,AB,,,,,,
2347,74UEA43N03-069761,76UWRB2SB896160,RB,76UWRB2SB898078,RB,,,,,,
2348,74UEA43N03-069761,76UWRB2SB896336,RB,76UWRB2SB897092,RB,,,,,,
2349,74UEA43N03-069761,76UWRB2SB896253,RB,76UWRB2SB898144,RB,,,,,,
2350,74UEA43N03-069761,76UWRB2SB896337,RB,76UWRB2SB897878,RB,,,,,,
2351,74UEA43N03-069745,76UWAB2SW754209,AB,76UWAB2SW754152,AB,,,,,,
2352,74UEA43N03-069745,76UWRB2SB893954,RB,76UWRB2SB898075,RB,,,,,,
2353,74UEA43N03-069745,76UWRB2SB893829,RB,76UWRB2SB897043,RB,,,,,,
2354,74UEA43N03-069745,76UWRB2SB893946,RB,76UWRB2SB898000,RB,,,,,,
2355,74UEA43N03-069745,76UWRB2SB893977,RB,76UWRB2SB897089,RB,,,,,,
2356,74UEA43N03-069729,76UWAB2SW754503,AB,76UWAB2SW754147,AB,,,,,,
2357,74UEA43N03-069729,76UWRB2SB895466,RB,76UWRB2SB898118,RB,,,,,,
2358,74UEA43N03-069729,76UWRB2SB895463,RB,76UWRB2SB896925,RB,,,,,,
2359,74UEA43N03-069729,76UWRB2SB895462,RB,76UWRB2SB898024,RB,,,,,,
2360,74UEA43N03-069729,76UWRB2SB895464,RB,76UWRB2SB897090,RB,,,,,,
2361,74UEA43N03-069655,76UWAB2SW754212,AB,76UWAB2SW754164,AB,,,,,,
2362,74UEA43N03-069655,76UWRB2SB893388,RB,76UWRB2SB896874,RB,,,,,,
2363,74UEA43N03-069655,76UWRB2SB893421,RB,76UWRB2SB896914,RB,,,,,,
2364,74UEA43N03-069655,76UWRB2SB893440,RB,76UWRB2SB896883,RB,,,,,,
2365,74UEA43N03-069655,76UWRB2SB893442,RB,76UWRB2SB898147,RB,,,,,,
2366,74UEA43N03-069716,76UWAB2SW754456,AB,76UWAB2SW754615,AB,,,,,,
2367,74UEA43N03-069716,76UWRB2SB894870,RB,76UWRB2SB897115,RB,,,,,,
2368,74UEA43N03-069716,76UWRB2SB895294,RB,76UWRB2SB898126,RB,,,,,,
2369,74UEA43N03-069716,76UWRB2SB895295,RB,76UWRB2SB896879,RB,,,,,,
2370,74UEA43N03-069716,76UWRB2SB895290,RB,76UWRB2SB896950,RB,,,,,,
2371,74UEA43N03-069899,76UWAB2SW754253,AB,76UWAB2SW754170,AB,,,,,,
2372,74UEA43N03-069899,76UWRB2SB893843,RB,76UWRB2SB897103,RB,,,,,,
2373,74UEA43N03-069899,76UWRB2SB894025,RB,76UWRB2SB897144,RB,,,,,,
2374,74UEA43N03-069899,76UWRB2SB893861,RB,76UWRB2SB897184,RB,,,,,,
2375,74UEA43N03-069899,76UWRB2SB893996,RB,76UWRB2SB896877,RB,,,,,,
2376,74UEA43N03-069674,76UWAB2SW754467,AB,76UWAB2SW754613,AB,,,,,,
2377,74UEA43N03-069674,76UWRB2SB895318,RB,76UWRB2SB896884,RB,,,,,,
2378,74UEA43N03-069674,76UWRB2SB895321,RB,76UWRB2SB897415,RB,,,,,,
2379,74UEA43N03-069674,76UWRB2SB895323,RB,76UWRB2SB896949,RB,,,,,,
2380,74UEA43N03-069674,76UWRB2SB895312,RB,76UWRB2SB897480,RB,,,,,,
2381,74UEA43N03-069724,76UWAB2SW754516,AB,76UWAB2SW754146,AB,,,,,,
2382,74UEA43N03-069724,76UWRB2SB894733,RB,76UWRB2SB896882,RB,,,,,,
2383,74UEA43N03-069724,76UWRB2SB894722,RB,76UWRB2SB896937,RB,,,,,,
2384,74UEA43N03-069724,76UWRB2SB894732,RB,76UWRB2SB896881,RB,,,,,,
2385,74UEA43N03-069724,76UWRB2SB894725,RB,76UWRB2SB896961,RB,,,,,,
2386,74UEA43N03-069823,76UWAB2SW754473,AB,76UWAB2SW754632,AB,,,,,,
2387,74UEA43N03-069823,76UWRB2SB895283,RB,76UWRB2SB896946,RB,,,,,,
2388,74UEA43N03-069823,76UWRB2SB895267,RB,76UWRB2SB896951,RB,,,,,,
2389,74UEA43N03-069823,76UWRB2SB895270,RB,76UWRB2SB896867,RB,,,,,,
2390,74UEA43N03-069823,76UWRB2SB895265,RB,76UWRB2SB896880,RB,,,,,,
2391,74UEA43N03-069869,76UWAB2SW753813,AB,76UWAB2SW754633,AB,,,,,,
2392,74UEA43N03-069869,76UWRB2SB893165,RB,76UWRB2SB897851,RB,,,,,,
2393,74UEA43N03-069869,76UWRB2SB893144,RB,76UWRB2SB898124,RB,,,,,,
2394,74UEA43N03-069869,76UWRB2SB893176,RB,76UWRB2SB898071,RB,,,,,,
2395,74UEA43N03-069869,76UWRB2SB893124,RB,76UWRB2SB898128,RB,,,,,,
2396,74UEA43N03-069854,76UWAB2SW754533,AB,76UWAB2SW754627,AB,,,,,,
2397,74UEA43N03-069854,76UWRB2SB895522,RB,76UWRB2SB898131,RB,,,,,,
2398,74UEA43N03-069854,76UWRB2SB895520,RB,76UWRB2SB898080,RB,,,,,,
2399,74UEA43N03-069854,76UWRB2SB895517,RB,76UWRB2SB897846,RB,,,,,,
2400,74UEA43N03-069854,76UWRB2SB895523,RB,76UWRB2SB897848,RB,,,,,,
2401,74UEA43N03-069764,76UWAB2SW754483,AB,76UWAB2SW754160,AB,,,,,,
2402,74UEA43N03-069764,76UWRB2SB896482,RB,76UWRB2SB897992,RB,,,,,,
2403,74UEA43N03-069764,76UWRB2SB896422,RB,76UWRB2SB898015,RB,,,,,,
2404,74UEA43N03-069764,76UWRB2SB896460,RB,76UWRB2SB897982,RB,,,,,,
2405,74UEA43N03-069764,76UWRB2SB896429,RB,76UWRB2SB898009,RB,,,,,,
2406,74UEA43N03-069865,76UWAB2SW753884,AB,76UWAB2SW754122,AB,,,,,,
2407,74UEA43N03-069865,76UWRB2SB893100,RB,76UWRB2SB898011,RB,,,,,,
2408,74UEA43N03-069865,76UWRB2SB893096,RB,76UWRB2SB897248,RB,,,,,,
2409,74UEA43N03-069865,76UWRB2SB893004,RB,76UWRB2SB897369,RB,,,,,,
2410,74UEA43N03-069865,76UWRB2SB893094,RB,76UWRB2SB897788,RB,,,,,,
2411,74UEA43N03-069702,76UWAB2SW754435,AB,76UWAB2SW754155,AB,,,,,,
2412,74UEA43N03-069702,76UWRB2SB894739,RB,76UWRB2SB898174,RB,,,,,,
2413,74UEA43N03-069702,76UWRB2SB894743,RB,76UWRB2SB898177,RB,,,,,,
2414,74UEA43N03-069702,76UWRB2SB894742,RB,76UWRB2SB898166,RB,,,,,,
2415,74UEA43N03-069702,76UWRB2SB894724,RB,76UWRB2SB898178,RB,,,,,,
2416,74UEA43N03-069673,76UWAB2SW754410,AB,76UWAB2SW754149,AB,,,,,,
2417,74UEA43N03-069673,76UWRB2SB895304,RB,76UWRB2SB897864,RB,,,,,,
2418,74UEA43N03-069673,76UWRB2SB895328,RB,76UWRB2SB897985,RB,,,,,,
2419,74UEA43N03-069673,76UWRB2SB895331,RB,76UWRB2SB897995,RB,,,,,,
2420,74UEA43N03-069673,76UWRB2SB895333,RB,76UWRB2SB897994,RB,,,,,,
2421,74UEA43N03-069747,76UWAB2SW754054,AB,76UWAB2SW754142,AB,,,,,,
2422,74UEA43N03-069747,76UWRB2SB893853,RB,76UWRB2SB897492,RB,,,,,,
2423,74UEA43N03-069747,76UWRB2SB893848,RB,76UWRB2SB897275,RB,,,,,,
2424,74UEA43N03-069747,76UWRB2SB893802,RB,76UWRB2SB898012,RB,,,,,,
2425,74UEA43N03-069747,76UWRB2SB893783,RB,76UWRB2SB897906,RB,,,,,,
2426,74UEA43N03-069748,76UWAB2SW754055,AB,76UWAB2SW754145,AB,,,,,,
2427,74UEA43N03-069748,76UWRB2SB893687,RB,76UWRB2SB897903,RB,,,,,,
2428,74UEA43N03-069748,76UWRB2SB893755,RB,76UWRB2SB897979,RB,,,,,,
2429,74UEA43N03-069748,76UWRB2SB893685,RB,76UWRB2SB897465,RB,,,,,,
2430,74UEA43N03-069748,76UWRB2SB893883,RB,76UWRB2SB897475,RB,,,,,,
2431,74UEA43N03-069867,76UWAB2SW753896,AB,76UWAB2SW754141,AB,,,,,,
2432,74UEA43N03-069867,76UWRB2SB893159,RB,76UWRB2SB897996,RB,,,,,,
2433,74UEA43N03-069867,76UWRB2SB893153,RB,76UWRB2SB897842,RB,,,,,,
2434,74UEA43N03-069867,76UWRB2SB893163,RB,76UWRB2SB897865,RB,,,,,,
2435,74UEA43N03-069867,76UWRB2SB893168,RB,76UWRB2SB898162,RB,,,,,,
2436,74UEA43N03-069722,76UWAB2SW754477,AB,76UWAB2SW754158,AB,,,,,,
2437,74UEA43N03-069722,76UWRB2SB895338,RB,76UWRB2SB897990,RB,,,,,,
2438,74UEA43N03-069722,76UWRB2SB895090,RB,76UWRB2SB897843,RB,,,,,,
2439,74UEA43N03-069722,76UWRB2SB895091,RB,76UWRB2SB898013,RB,,,,,,
2440,74UEA43N03-069722,76UWRB2SB895351,RB,76UWRB2SB898008,RB,,,,,,
2441,74UEA43N03-069654,76UWAB2SW754208,AB,76UWAB2SW754143,AB,,,,,,
2442,74UEA43N03-069654,76UWRB2SB893508,RB,76UWRB2SB897986,RB,,,,,,
2443,74UEA43N03-069654,76UWRB2SB893638,RB,76UWRB2SB898365,RB,,,,,,
2444,74UEA43N03-069654,76UWRB2SB893639,RB,76UWRB2SB898025,RB,,,,,,
2445,74UEA43N03-069654,76UWRB2SB893566,RB,76UWRB2SB897919,RB,,,,,,
2446,74UEA43N03-069714,76UWAB2SW754453,AB,76UWAB2SW754174,AB,,,,,,
2447,74UEA43N03-069714,76UWRB2SB895251,RB,76UWRB2SB897180,RB,,,,,,
2448,74UEA43N03-069714,76UWRB2SB895288,RB,76UWRB2SB897178,RB,,,,,,
2449,74UEA43N03-069714,76UWRB2SB895287,RB,76UWRB2SB898001,RB,,,,,,
2450,74UEA43N03-069714,76UWRB2SB895284,RB,76UWRB2SB897052,RB,,,,,,
2451,74UEA43N03-069870,76UWAB2SW754343,AB,76UWAB2SW754113,AB,,,,,,
2452,74UEA43N03-069870,76UWRB2SB894396,RB,76UWRB2SB897881,RB,,,,,,
2453,74UEA43N03-069870,76UWRB2SB894170,RB,76UWRB2SB897984,RB,,,,,,
2454,74UEA43N03-069870,76UWRB2SB894146,RB,76UWRB2SB897989,RB,,,,,,
2455,74UEA43N03-069870,76UWRB2SB894158,RB,76UWRB2SB897987,RB,,,,,,
2456,74UEA43N03-069855,76UWAB2SW754587,AB,76UWAB2SW754169,AB,,,,,,
2457,74UEA43N03-069855,76UWRB2SB896094,RB,76UWRB2SB897933,RB,,,,,,
2458,74UEA43N03-069855,76UWRB2SB896090,RB,76UWRB2SB897991,RB,,,,,,
2459,74UEA43N03-069855,76UWRB2SB896096,RB,76UWRB2SB898359,RB,,,,,,
2460,74UEA43N03-069855,76UWRB2SB895562,RB,76UWRB2SB898368,RB,,,,,,
2461,74UEA43N03-069900,76UWAB2SW754248,AB,76UWAB2SW754623,AB,,,,,,
2462,74UEA43N03-069900,76UWRB2SB894053,RB,76UWRB2SB897999,RB,,,,,,
2463,74UEA43N03-069900,76UWRB2SB894052,RB,76UWRB2SB898003,RB,,,,,,
2464,74UEA43N03-069900,76UWRB2SB894000,RB,76UWRB2SB898002,RB,,,,,,
2465,74UEA43N03-069900,76UWRB2SB894054,RB,76UWRB2SB897789,RB,,,,,,
2466,74UEA43N03-069680,76UWAB2SW754458,AB,76UWAB2SW754620,AB,,,,,,
2467,74UEA43N03-069680,76UWRB2SB895229,RB,76UWRB2SB897509,RB,,,,,,
2468,74UEA43N03-069680,76UWRB2SB895302,RB,76UWRB2SB898371,RB,,,,,,
2469,74UEA43N03-069680,76UWRB2SB895207,RB,76UWRB2SB897930,RB,,,,,,
2470,74UEA43N03-069680,76UWRB2SB895209,RB,76UWRB2SB897980,RB,,,,,,
2471,74UEA43N03-069897,76UWAB2SW753811,AB,76UWAB2SW754173,AB,,,,,,
2472,74UEA43N03-069897,76UWRB2SB892812,RB,76UWRB2SB897177,RB,,,,,,
2473,74UEA43N03-069897,76UWRB2SB892816,RB,76UWRB2SB897173,RB,,,,,,
2474,74UEA43N03-069897,76UWRB2SB892814,RB,76UWRB2SB897199,RB,,,,,,
2475,74UEA43N03-069897,76UWRB2SB892813,RB,76UWRB2SB897988,RB,,,,,,
2476,74UEA43N03-069660,76UWAB2SW754390,AB,76UWAB2SW754619,AB,,,,,,
2477,74UEA43N03-069660,76UWRB2SB895177,RB,76UWRB2SB897443,RB,,,,,,
2478,74UEA43N03-069660,76UWRB2SB895125,RB,76UWRB2SB898375,RB,,,,,,
2479,74UEA43N03-069660,76UWRB2SB895123,RB,76UWRB2SB898369,RB,,,,,,
2480,74UEA43N03-069660,76UWRB2SB895183,RB,76UWRB2SB897506,RB,,,,,,
2481,74UEA43N03-069871,76UWAB2SW754344,AB,76UWAB2SW754629,AB,,,,,,
2482,74UEA43N03-069871,76UWRB2SB894390,RB,76UWRB2SB897139,RB,,,,,,
2483,74UEA43N03-069871,76UWRB2SB894393,RB,76UWRB2SB897883,RB,,,,,,
2484,74UEA43N03-069871,76UWRB2SB894391,RB,76UWRB2SB897150,RB,,,,,,
2485,74UEA43N03-069871,76UWRB2SB894388,RB,76UWRB2SB897238,RB,,,,,,
2486,74UEA43N03-069857,76UWAB2SW754586,AB,76UWAB2SW754159,AB,,,,,,
2487,74UEA43N03-069857,76UWRB2SB896089,RB,76UWRB2SB897833,RB,,,,,,
2488,74UEA43N03-069857,76UWRB2SB896088,RB,76UWRB2SB897855,RB,,,,,,
2489,74UEA43N03-069857,76UWRB2SB896092,RB,76UWRB2SB897064,RB,,,,,,
2490,74UEA43N03-069857,76UWRB2SB895482,RB,76UWRB2SB897066,RB,,,,,,
2491,74UEA43N03-069679,76UWAB2SW754262,AB,76UWAB2SW754637,AB,,,,,,
2492,74UEA43N03-069679,76UWRB2SB894438,RB,76UWRB2SB897063,RB,,,,,,
2493,74UEA43N03-069679,76UWRB2SB894431,RB,76UWRB2SB897148,RB,,,,,,
2494,74UEA43N03-069679,76UWRB2SB894436,RB,76UWRB2SB897151,RB,,,,,,
2495,74UEA43N03-069679,76UWRB2SB894437,RB,76UWRB2SB897276,RB,,,,,,
2496,74UEA43N03-069737,76UWAB2SW754304,AB,76UWAB2SW754638,AB,,,,,,
2497,74UEA43N03-069737,76UWRB2SB894678,RB,76UWRB2SB897123,RB,,,,,,
2498,74UEA43N03-069737,76UWRB2SB894163,RB,76UWRB2SB897862,RB,,,,,,
2499,74UEA43N03-069737,76UWRB2SB894650,RB,76UWRB2SB897815,RB,,,,,,
2500,74UEA43N03-069737,76UWRB2SB894164,RB,76UWRB2SB897268,RB,,,,,,
2501,74UEA43N03-070245,76UWAB2SW755265,AB,76UWAB2SW754188,AB,,,,,,
2502,74UEA43N03-070245,76UWRB2SB898792,RB,76UWRB2SB898270,RB,,,,,,
2503,74UEA43N03-070245,76UWRB2SB898793,RB,76UWRB2SB897376,RB,,,,,,
2504,74UEA43N03-070245,76UWRB2SB898797,RB,76UWRB2SB898275,RB,,,,,,
2505,74UEA43N03-070245,76UWRB2SB898799,RB,76UWRB2SB898278,RB,,,,,,
2506,74UEA43N03-070361,76UWAB2SW755598,AB,76UWAB2SW754592,AB,,,,,,
2507,74UEA43N03-070361,76UWRB2SB900761,RB,76UWRB2SB898271,RB,,,,,,
2508,74UEA43N03-070361,76UWRB2SB900756,RB,76UWRB2SB898274,RB,,,,,,
2509,74UEA43N03-070361,76UWRB2SB900746,RB,76UWRB2SB897457,RB,,,,,,
2510,74UEA43N03-070361,76UWRB2SB900766,RB,76UWRB2SB898277,RB,,,,,,
2511,74UEA43N03-070367,76UWAB2SW755580,AB,76UWAB2SW754603,AB,,,,,,
2512,74UEA43N03-070367,76UWRB2SB900420,RB,76UWRB2SB897435,RB,,,,,,
2513,74UEA43N03-070367,76UWRB2SB900422,RB,76UWRB2SB897367,RB,,,,,,
2514,74UEA43N03-070367,76UWRB2SB900424,RB,76UWRB2SB897364,RB,,,,,,
2515,74UEA43N03-070367,76UWRB2SB900421,RB,76UWRB2SB897452,RB,,,,,,
2516,74UEA43N03-070366,76UWAB2SW755608,AB,76UWAB2SW754636,AB,,,,,,
2517,74UEA43N03-070366,76UWRB2SB900520,RB,76UWRB2SB897375,RB,,,,,,
2518,74UEA43N03-070366,76UWRB2SB900514,RB,76UWRB2SB897368,RB,,,,,,
2519,74UEA43N03-070366,76UWRB2SB900518,RB,76UWRB2SB897461,RB,,,,,,
2520,74UEA43N03-070366,76UWRB2SB900440,RB,76UWRB2SB897433,RB,,,,,,
2521,74UEA43N03-070029,76UWAB2SW754834,AB,76UWAB2SW754601,AB,,,,,,
2522,74UEA43N03-070029,76UWRB2SB896534,RB,76UWRB2SB897454,RB,,,,,,
2523,74UEA43N03-070029,76UWRB2SB896533,RB,76UWRB2SB897366,RB,,,,,,
2524,74UEA43N03-070029,76UWRB2SB896486,RB,76UWRB2SB897449,RB,,,,,,
2525,74UEA43N03-070029,76UWRB2SB896535,RB,76UWRB2SB897363,RB,,,,,,
2526,74UEA43N03-069992,76UWAB2SW754327,AB,76UWAB2SW754639,AB,,,,,,
2527,74UEA43N03-069992,76UWRB2SB894517,RB,76UWRB2SB897373,RB,,,,,,
2528,74UEA43N03-069992,76UWRB2SB894526,RB,76UWRB2SB897434,RB,,,,,,
2529,74UEA43N03-069992,76UWRB2SB894505,RB,76UWRB2SB897462,RB,,,,,,
2530,74UEA43N03-069992,76UWRB2SB894514,RB,76UWRB2SB897456,RB,,,,,,
2531,74UEA43N03-069986,76UWAB2SW754838,AB,76UWAB2SW754617,AB,,,,,,
2532,74UEA43N03-069986,76UWRB2SB896582,RB,76UWRB2SB897576,RB,,,,,,
2533,74UEA43N03-069986,76UWRB2SB897652,RB,76UWRB2SB898187,RB,,,,,,
2534,74UEA43N03-069986,76UWRB2SB897641,RB,76UWRB2SB897533,RB,,,,,,
2535,74UEA43N03-069986,76UWRB2SB897637,RB,76UWRB2SB897474,RB,,,,,,
2536,74UEA43N03-070056,76UWAB2SW753761,AB,76UWAB2SW754153,AB,,,,,,
2537,74UEA43N03-070056,76UWRB2SB892458,RB,76UWRB2SB897544,RB,,,,,,
2538,74UEA43N03-070056,76UWRB2SB892498,RB,76UWRB2SB897571,RB,,,,,,
2539,74UEA43N03-070056,76UWRB2SB892485,RB,76UWRB2SB897290,RB,,,,,,
2540,74UEA43N03-070056,76UWRB2SB892507,RB,76UWRB2SB897535,RB,,,,,,
2541,74UEA43N03-070405,76UWAB2SW755557,AB,76UWAB2SW754628,AB,,,,,,
2542,74UEA43N03-070405,76UWRB2SB899713,RB,76UWRB2SB898104,RB,,,,,,
2543,74UEA43N03-070405,76UWRB2SB899717,RB,76UWRB2SB898180,RB,,,,,,
2544,74UEA43N03-070405,76UWRB2SB899712,RB,76UWRB2SB898184,RB,,,,,,
2545,74UEA43N03-070405,76UWRB2SB899715,RB,76UWRB2SB896853,RB,,,,,,
2546,74UEA43N03-069701,76UWAB2SW754430,AB,76UWAB2SW754594,AB,,,,,,
2547,74UEA43N03-069701,76UWRB2SB895244,RB,76UWRB2SB897255,RB,,,,,,
2548,74UEA43N03-069701,76UWRB2SB895257,RB,76UWRB2SB897246,RB,,,,,,
2549,74UEA43N03-069701,76UWRB2SB895261,RB,76UWRB2SB897534,RB,,,,,,
2550,74UEA43N03-069701,76UWRB2SB895301,RB,76UWRB2SB897871,RB,,,,,,
2551,74UEA43N03-070001,76UWAB2SW754802,AB,76UWAB2SW754609,AB,,,,,,
2552,74UEA43N03-070001,76UWRB2SB896431,RB,76UWRB2SB898183,RB,,,,,,
2553,74UEA43N03-070001,76UWRB2SB896433,RB,76UWRB2SB898186,RB,,,,,,
2554,74UEA43N03-070001,76UWRB2SB896434,RB,76UWRB2SB897537,RB,,,,,,
2555,74UEA43N03-070001,76UWRB2SB896436,RB,76UWRB2SB897536,RB,,,,,,
2556,74UEA43N03-070016,76UWAB2SW754803,AB,76UWAB2SW754176,AB,,,,,,
2557,74UEA43N03-070016,76UWRB2SB895375,RB,76UWRB2SB898154,RB,,,,,,
2558,74UEA43N03-070016,76UWRB2SB895403,RB,76UWRB2SB898159,RB,,,,,,
2559,74UEA43N03-070016,76UWRB2SB895399,RB,76UWRB2SB897873,RB,,,,,,
2560,74UEA43N03-070016,76UWRB2SB895405,RB,76UWRB2SB897267,RB,,,,,,
2561,74UEA43N03-070038,76UWAB2SW754901,AB,76UWAB2SW754622,AB,,,,,,
2562,74UEA43N03-070038,76UWRB2SB897706,RB,76UWRB2SB897546,RB,,,,,,
2563,74UEA43N03-070038,76UWRB2SB897704,RB,76UWRB2SB897292,RB,,,,,,
2564,74UEA43N03-070038,76UWRB2SB897709,RB,76UWRB2SB897272,RB,,,,,,
2565,74UEA43N03-070038,76UWRB2SB897708,RB,76UWRB2SB897273,RB,,,,,,
2566,74UEA43N03-070030,76UWAB2SW754871,AB,76UWAB2SW754621,AB,,,,,,
2567,74UEA43N03-070030,76UWRB2SB897684,RB,76UWRB2SB897285,RB,,,,,,
2568,74UEA43N03-070030,76UWRB2SB897683,RB,76UWRB2SB897281,RB,,,,,,
2569,74UEA43N03-070030,76UWRB2SB897685,RB,76UWRB2SB897283,RB,,,,,,
2570,74UEA43N03-070030,76UWRB2SB897687,RB,76UWRB2SB897542,RB,,,,,,
2571,74UEA43N03-070106,76UWAB2SW753977,AB,76UWAB2SW754630,AB,,,,,,
2572,74UEA43N03-070106,76UWRB2SB892827,RB,76UWRB2SB898036,RB,,,,,,
2573,74UEA43N03-070106,76UWRB2SB892842,RB,76UWRB2SB898137,RB,,,,,,
2574,74UEA43N03-070106,76UWRB2SB892845,RB,76UWRB2SB897141,RB,,,,,,
2575,74UEA43N03-070106,76UWRB2SB892835,RB,76UWRB2SB897157,RB,,,,,,
2576,74UEA43N03-070062,76UWAB2SW753937,AB,76UWAB2SW754608,AB,,,,,,
2577,74UEA43N03-070062,76UWRB2SB893428,RB,76UWRB2SB897307,RB,,,,,,
2578,74UEA43N03-070062,76UWRB2SB893425,RB,76UWRB2SB897323,RB,,,,,,
2579,74UEA43N03-070062,76UWRB2SB893415,RB,76UWRB2SB897302,RB,,,,,,
2580,74UEA43N03-070062,76UWRB2SB893405,RB,76UWRB2SB897179,RB,,,,,,
2581,74UEA43N03-070382,76UWAB2SW755573,AB,76UWAB2SW754635,AB,,,,,,
2582,74UEA43N03-070382,76UWRB2SB900525,RB,76UWRB2SB897311,RB,,,,,,
2583,74UEA43N03-070382,76UWRB2SB900516,RB,76UWRB2SB898132,RB,,,,,,
2584,74UEA43N03-070382,76UWRB2SB900527,RB,76UWRB2SB896787,RB,,,,,,
2585,74UEA43N03-070382,76UWRB2SB900464,RB,76UWRB2SB897836,RB,,,,,,
2586,74UEA43N03-070329,76UWAB2SW755310,AB,76UWAB2SW754163,AB,,,,,,
2587,74UEA43N03-070329,76UWRB2SB899661,RB,76UWRB2SB897306,RB,,,,,,
2588,74UEA43N03-070329,76UWRB2SB899668,RB,76UWRB2SB897158,RB,,,,,,
2589,74UEA43N03-070329,76UWRB2SB899662,RB,76UWRB2SB897155,RB,,,,,,
2590,74UEA43N03-070329,76UWRB2SB899669,RB,76UWRB2SB897880,RB,,,,,,
2591,74UEA43N03-070031,76UWAB2SW754832,AB,76UWAB2SW754134,AB,,,,,,
2592,74UEA43N03-070031,76UWRB2SB897698,RB,76UWRB2SB895944,RB,,,,,,
2593,74UEA43N03-070031,76UWRB2SB897696,RB,76UWRB2SB895941,RB,,,,,,
2594,74UEA43N03-070031,76UWRB2SB897695,RB,76UWRB2SB896864,RB,,,,,,
2595,74UEA43N03-070031,76UWRB2SB897686,RB,76UWRB2SB895758,RB,,,,,,
2596,74UEA43N03-070003,76UWAB2SW754794,AB,76UWAB2SW754706,AB,,,,,,
2597,74UEA43N03-070003,76UWRB2SB896401,RB,76UWRB2SB897068,RB,,,,,,
2598,74UEA43N03-070003,76UWRB2SB896206,RB,76UWRB2SB897057,RB,,,,,,
2599,74UEA43N03-070003,76UWRB2SB896165,RB,76UWRB2SB897051,RB,,,,,,
2600,74UEA43N03-070003,76UWRB2SB896246,RB,76UWRB2SB897062,RB,,,,,,
2601,74UEA43N03-070135,76UWAB2SW755178,AB,76UWAB2SW754713,AB,,,,,,
2602,74UEA43N03-070135,76UWRB2SB898622,RB,76UWRB2SB897069,RB,,,,,,
2603,74UEA43N03-070135,76UWRB2SB898623,RB,76UWRB2SB897056,RB,,,,,,
2604,74UEA43N03-070135,76UWRB2SB898619,RB,76UWRB2SB897304,RB,,,,,,
2605,74UEA43N03-070135,76UWRB2SB898621,RB,76UWRB2SB897059,RB,,,,,,
2606,74UEA43N03-070133,76UWAB2SW754196,AB,76UWAB2SW754711,AB,,,,,,
2607,74UEA43N03-070133,76UWRB2SB893695,RB,76UWRB2SB897025,RB,,,,,,
2608,74UEA43N03-070133,76UWRB2SB893709,RB,76UWRB2SB897354,RB,,,,,,
2609,74UEA43N03-070133,76UWRB2SB893732,RB,76UWRB2SB897041,RB,,,,,,
2610,74UEA43N03-070133,76UWRB2SB893729,RB,76UWRB2SB897074,RB,,,,,,
2611,74UEA43N03-070111,76UWAB2SW755171,AB,76UWAB2SW754710,AB,,,,,,
2612,74UEA43N03-070111,76UWRB2SB898457,RB,76UWRB2SB897274,RB,,,,,,
2613,74UEA43N03-070111,76UWRB2SB898446,RB,76UWRB2SB897039,RB,,,,,,
2614,74UEA43N03-070111,76UWRB2SB898459,RB,76UWRB2SB897300,RB,,,,,,
2615,74UEA43N03-070111,76UWRB2SB898458,RB,76UWRB2SB897070,RB,,,,,,
